LINE_NO,LATITUDE,LONGITUDE,DATETIME,ELEVATION,Collar_ID,TEMP
1155,38.9899784,-104.8770408,40832.25,2105.36,2925,9
1156,38.9914954,-104.8799361,40832.50,2103.87,2925,19
1157,38.9835228,-104.8814664,40832.75,2132.77,2925,11
1158,38.9843233,-104.884377,40833.00,2140.55,2925,8
1159,38.9892163,-104.8837472,40833.25,2138.38,2925,12
1161,38.9913514,-104.8780662,40833.75,2114.08,2925,7
1162,38.9912029,-104.8818296,40834.00,2129.68,2925,6
1163,38.992778,-104.8815461,40834.25,2129.76,2925,6
1164,38.9939236,-104.8824521,40834.50,2133.13,2925,16
1165,38.9906159,-104.8858838,40834.75,2129.16,2925,8
1166,38.9906623,-104.885599,40835.00,2127.56,2925,5
1167,38.9907694,-104.8861886,40835.25,2165.31,2925,4
1168,38.9920214,-104.882794,40835.50,2149.31,2925,17
1169,38.9908871,-104.8877628,40835.75,2166.65,2925,8
1170,38.9902562,-104.8858746,40836.00,2165.78,2925,5
1171,38.9882828,-104.8805952,40836.25,2164.74,2925,13
1172,38.9898076,-104.8833996,40836.50,2131.97,2925,22
1173,38.9929413,-104.8863411,40836.75,2161.4,2925,11
1174,38.9941163,-104.8826105,40837.00,2159.14,2925,10
1175,38.9929219,-104.8824046,40837.25,2148.17,2925,9
1176,38.9908532,-104.8806801,40837.50,2134.74,2925,24
1178,38.99104,-104.8826564,40838.00,2148.86,2925,11
1179,38.989974,-104.8811825,40838.25,2150.46,2925,9
1180,38.9914831,-104.8804003,40838.50,2148.46,2925,22
1181,38.9889718,-104.8836396,40838.75,2146.5,2925,10
1182,38.9882309,-104.8817173,40839.00,2140.07,2925,9
1183,38.9879482,-104.8762347,40839.25,2135.94,2925,10
1184,38.9752245,-104.8558369,40839.50,2134.97,2925,24
1185,38.9774323,-104.8676371,40839.75,2094.27,2925,15
1186,38.9798369,-104.8746494,40840.00,2077.43,2925,9
1188,38.9896192,-104.8785042,40840.50,2075.16,2925,24
1189,38.9881946,-104.8791668,40840.75,2079.88,2925,14
1190,38.9896215,-104.8801155,40841.00,2060.54,2925,13
1191,38.9898087,-104.8827483,40841.25,2104.79,2925,5
1192,38.9894558,-104.8837178,40841.50,2107.12,2925,23
1193,38.9895725,-104.8832003,40841.75,2094.29,2925,9
1194,38.9906342,-104.8837808,40842.00,2096.44,2925,3
1195,38.9920514,-104.8790593,40842.25,2095.93,2925,3
1196,38.9930163,-104.8773015,40842.50,2098.66,2925,5
1197,38.9918762,-104.8809994,40842.75,2097.72,2925,1
1198,38.9922797,-104.8796047,40843.00,2098,2925,3
1200,38.9945999,-104.8805099,40843.50,2107.11,2925,10
1201,38.9896932,-104.8859751,40843.75,2138.12,2925,5
1202,38.9901332,-104.8860253,40844.00,2136.56,2925,2
1203,38.990063,-104.8870446,40844.25,2168.45,2925,1
1204,38.9884273,-104.8858809,40844.50,2163.98,2925,13
1205,38.9853331,-104.8848831,40844.75,2129.16,2925,6
1206,38.9784736,-104.884589,40845.00,2146.9,2925,6
1207,38.980709,-104.8842077,40845.25,2142.15,2925,9
1208,38.9882458,-104.8840459,40845.50,2141.2,2925,19
1209,38.9909989,-104.8793158,40845.75,2094.1,2925,12
1210,38.9913465,-104.8813521,40846.00,2092.5,2925,9
1211,38.9918927,-104.8792207,40846.25,2089.1,2925,5
1212,38.9887276,-104.8787525,40846.50,2086.23,2925,12
1213,38.987489,-104.8872236,40846.75,2127.41,2925,7
1214,38.9899841,-104.8871815,40847.00,2184.05,2925,10
1216,38.9898002,-104.8856936,40847.50,2180.66,2925,21
1217,38.9907183,-104.8808292,40847.75,2180.28,2925,11
1218,38.9907068,-104.8799113,40848.00,2178.67,2925,12
1219,38.990406,-104.8816167,40848.25,2102.32,2925,10
1220,38.9896166,-104.8786478,40848.50,2089.83,2925,17
1221,38.989949,-104.8801185,40848.75,2088.73,2925,8
1222,38.9908366,-104.8807169,40849.00,2087.75,2925,0
1223,38.9917237,-104.8805721,40849.25,2097.98,2925,0
1225,38.9921587,-104.8810928,40849.75,2093.93,2925,1
1226,38.9902787,-104.8867181,40850.00,2159.52,2925,1
1227,38.9904386,-104.8857324,40850.25,2156.66,2925,-1
1229,38.9899593,-104.8846922,40850.75,2149.31,2925,4
1230,38.9894055,-104.8840932,40851.00,2120.38,2925,7
1231,38.989557,-104.882779,40851.25,2104.37,2925,9
1232,38.9882439,-104.8841646,40851.50,2111.26,2925,17
1233,38.9896395,-104.8830496,40851.75,2118.47,2925,12
1234,38.984936,-104.8806582,40852.00,2128.02,2925,10
1236,38.9868858,-104.8837582,40852.50,2119.58,2925,11
1238,38.9912668,-104.8808098,40853.00,2122.51,2925,4
1239,38.9899581,-104.88146,40853.25,2082.71,2925,3
1240,38.9891895,-104.8828303,40853.50,2084.84,2925,13
1241,38.9901776,-104.882583,40853.75,2097.11,2925,2
1242,38.9918097,-104.8820683,40854.00,2094.12,2925,3
1243,38.9915644,-104.8787897,40854.25,2080.1,2925,3
1244,38.9913735,-104.8775695,40854.50,2084.04,2925,7
1245,38.9921959,-104.8807496,40854.75,2111.07,2925,6
1246,38.9921019,-104.880673,40855.00,2109.67,2925,4
1247,38.9894136,-104.87866,40855.25,2106.55,2925,1
1250,38.991067,-104.8830546,40856.00,2124.48,2925,2
1251,38.9911891,-104.8837385,40856.25,2149.06,2925,1
1252,38.9874431,-104.8827756,40856.50,2151.2,2925,13
1253,38.9893541,-104.8866666,40856.75,2148.1,2925,5
1255,38.9891159,-104.8806718,40857.25,2147.39,2925,7
1257,38.9912608,-104.8812623,40857.75,2107.43,2925,11
1259,38.9900622,-104.8807726,40858.25,2104.98,2925,11
1260,38.99091,-104.881693,40858.50,2120.6,2925,16
1261,38.9903012,-104.8827532,40858.75,2111.93,2925,8
1263,38.9897077,-104.8791831,40859.25,2113.88,2925,10
1264,38.988657,-104.8805752,40859.50,2116.58,2925,17
1265,38.9907764,-104.8809498,40859.75,2119.85,2925,12
1266,38.9912213,-104.8770183,40860.00,2111.27,2925,8
1267,38.9885296,-104.8776065,40860.25,2078.42,2925,8
1269,38.9857346,-104.8784858,40860.75,2099.5,2925,10
1270,38.9873167,-104.877259,40861.00,2100.2,2925,7
1271,38.9911508,-104.8773914,40861.25,2098.68,2925,6
1272,38.9874384,-104.8788308,40861.50,2097.8,2925,14
1273,38.9915235,-104.8811409,40861.75,2096.83,2925,8
1275,38.9898364,-104.8822852,40862.25,2096.22,2925,7
1276,38.9861323,-104.8842981,40862.50,2095.81,2925,20
1277,38.9854855,-104.8827282,40862.75,2100.3,2925,8
1278,38.9852749,-104.883268,40863.00,2105.36,2925,6
1279,38.9842856,-104.8847535,40863.25,2104.39,2925,-2
1281,38.9909585,-104.8807749,40863.75,2104.41,2925,1
1284,38.984489,-104.8872759,40864.50,2116.23,2925,16
1285,38.9860808,-104.8889204,40864.75,2120.36,2925,10
1287,38.9884841,-104.8848244,40865.25,2116.46,2925,9
1288,38.9882354,-104.8821245,40865.50,2129.91,2925,20
1289,38.9902504,-104.8807689,40865.75,2128.44,2925,12
1290,38.9900421,-104.8807844,40866.00,2098.2,2925,10
1291,38.9902725,-104.8810465,40866.25,2084.08,2925,7
1292,38.9913805,-104.8778289,40866.50,2091.02,2925,16
1293,38.9854611,-104.8804794,40866.75,2110.01,2925,4
1294,38.985213,-104.8832219,40867.00,2109.08,2925,0
1295,38.9870786,-104.8834823,40867.25,2107.43,2925,-2
1296,38.9885675,-104.8846908,40867.50,2139.97,2925,10
1297,38.9856635,-104.8867521,40867.75,2141.05,2925,2
1298,38.9861892,-104.8872482,40868.00,2140.44,2925,2
1299,38.9850604,-104.8874979,40868.25,2139.56,2925,3
1301,38.9889401,-104.8851906,40868.75,2119.06,2925,6
1302,38.9881109,-104.8868271,40869.00,2134.29,2925,6
1303,38.988203,-104.8850596,40869.25,2132.78,2925,7
1304,38.9880777,-104.882833,40869.50,2134.07,2925,16
1305,38.9921167,-104.8801639,40869.75,2109.23,2925,9
1307,38.9853813,-104.8790703,40870.25,2113.01,2925,8
1308,38.9868749,-104.8806737,40870.50,2100.41,2925,17
1309,38.9844394,-104.8824124,40870.75,2108.73,2925,8
1310,38.9855819,-104.8846977,40871.00,2114.09,2925,8
1311,38.9859858,-104.8848001,40871.25,2117.49,2925,12
1312,38.986606,-104.8860913,40871.50,2102.34,2925,19
1313,38.9873402,-104.8858121,40871.75,2100.15,2925,13
1317,38.990543,-104.8821354,40872.75,2107.37,2925,9
1318,38.9908501,-104.8841066,40873.00,2149.47,2925,2
1319,38.9916053,-104.8810884,40873.25,2141.23,2925,0
1320,38.9915401,-104.8805027,40873.50,2140.65,2925,12
1323,38.9908511,-104.8852408,40874.25,2144.57,2925,5
1324,38.990887,-104.8866384,40874.50,2182.56,2925,15
1325,38.9899293,-104.8877471,40874.75,2177.26,2925,7
1326,38.9932832,-104.8817698,40875.00,2176.48,2925,10
1328,38.9909729,-104.8811099,40875.50,2175.54,2925,22
1329,38.9900698,-104.8816043,40875.75,2102.35,2925,9
1330,38.9861025,-104.8870335,40876.00,2147.58,2925,4
1331,38.9905613,-104.885024,40876.25,2149.36,2925,4
1332,38.9931163,-104.8831656,40876.50,2146.93,2925,14
1333,38.9898981,-104.8844707,40876.75,2146.57,2925,8
1334,38.9897422,-104.8851947,40877.00,2139.36,2925,5
1335,38.9883552,-104.8849434,40877.25,2115.06,2925,12
1337,38.9902847,-104.8820606,40877.75,2120.55,2925,9
1338,38.9908894,-104.8825968,40878.00,2120.24,2925,4
1339,38.9913773,-104.8827816,40878.25,2121.65,2925,0
1340,38.9924219,-104.8820829,40878.50,2122.98,2925,4
1341,38.9899115,-104.8872326,40878.75,2151.09,2925,0
1342,38.9873714,-104.8850646,40879.00,2126.07,2925,-3
1343,38.9841649,-104.8847359,40879.25,2120.97,2925,-2
1344,38.9831992,-104.8769472,40879.50,2121.54,2925,3
1345,38.9841187,-104.8823146,40879.75,2120.94,2925,2
1346,38.9872576,-104.8820426,40880.00,2111.48,2925,0
1347,38.9893546,-104.8789193,40880.25,2087.63,2925,-3
1349,38.9851675,-104.8846265,40880.75,2086.71,2925,-10
1350,38.9846138,-104.8884459,40881.00,2167.46,2925,-5
1351,38.9874263,-104.8925276,40881.25,2180.52,2925,-3
1352,38.9938591,-104.8888104,40881.50,2154.7,2925,-1
1354,38.9875158,-104.882628,40882.00,2109.44,2925,-4
1355,38.9859616,-104.8781237,40882.25,2106.51,2925,-6
1357,38.9850318,-104.8828817,40882.75,2105.33,2925,-4
1358,38.9859836,-104.8880694,40883.00,2113.02,2925,-12
1359,38.989635,-104.8872616,40883.25,2119.1,2925,-6
1360,38.9906447,-104.8849564,40883.50,2160.18,2925,10
1362,38.9902404,-104.886617,40884.00,2158.41,2925,6
1363,38.9859612,-104.8878393,40884.25,2157.43,2925,2
1364,38.9872198,-104.8856044,40884.50,2156.4,2925,11
1365,38.9859702,-104.8877249,40884.75,2156.19,2925,3
1366,38.9879818,-104.8895037,40885.00,2156.77,2925,-1
1369,38.9943726,-104.8806784,40885.75,2146.24,2925,-2
1372,38.9879657,-104.8864144,40886.50,2089.03,2925,8
1373,38.9867031,-104.8861558,40886.75,2089.02,2925,0
1374,38.9898725,-104.88899,40887.00,2086.51,2925,-3
1375,38.9900349,-104.8895741,40887.25,2086.48,2925,-3
1377,38.9905212,-104.8867449,40887.75,2084.94,2925,2
1378,38.9860554,-104.8871539,40888.00,2142.92,2925,-4
1380,38.9910161,-104.8811159,40888.50,2091.74,2925,16
1381,38.9836645,-104.8834302,40888.75,2087.89,2925,3
1382,38.9862205,-104.887502,40889.00,2086.88,2925,3
1383,38.9872809,-104.8895985,40889.25,2159.15,2925,3
1384,38.9878663,-104.8851811,40889.50,2156.71,2925,10
1385,38.9856966,-104.8791815,40889.75,2104.71,2925,2
1388,38.9881699,-104.8824432,40890.50,2105.52,2925,13
1390,38.984493,-104.8840303,40891.00,2110.91,2925,4
1393,38.9871995,-104.8877996,40891.75,2105.15,2925,3
1394,38.986689,-104.8877866,40892.00,2114.79,2925,-1
1398,38.9843449,-104.8846897,40893.00,2126.47,2925,-3
1399,38.9879062,-104.8820236,40893.25,2122.63,2925,2
1400,38.9919936,-104.8791923,40893.50,2080.03,2925,8
1401,38.9846986,-104.8819965,40893.75,2081.11,2925,1
1402,38.9842348,-104.8838731,40894.00,2133.63,2925,-1
1403,38.9817752,-104.885529,40894.25,2129.37,2925,-3
1404,38.9884562,-104.8817601,40894.50,2112.34,2925,20
1405,38.9843994,-104.8811015,40894.75,2114.22,2925,5
1408,38.9860946,-104.8754013,40895.50,2113.69,2925,17
1409,38.9843888,-104.8822627,40895.75,2156.99,2925,6
1410,38.987007,-104.8859829,40896.00,2153.81,2925,7
1411,38.988697,-104.8847279,40896.25,2146.06,2925,3
1412,38.9918391,-104.8792357,40896.50,2098.04,2925,4
1413,38.9849822,-104.8769368,40896.75,2105.78,2925,0
1414,38.9866776,-104.8764568,40897.00,2098.86,2925,-3
1415,38.9858358,-104.8793488,40897.25,2122.18,2925,-4
1417,38.9852354,-104.8879243,40897.75,2126.67,2925,-2
1418,38.9897439,-104.887362,40898.00,2151.84,2925,3
1419,38.9896593,-104.892224,40898.25,2203.18,2925,-4
1421,38.9846771,-104.8833349,40898.75,2158.77,2925,3
1422,38.9889813,-104.8847687,40899.00,2159.51,2925,0
1423,38.9882355,-104.8812923,40899.25,2158.51,2925,-3
1424,38.9871009,-104.8817658,40899.50,2158.41,2925,2
1425,38.9850393,-104.8762092,40899.75,2110.66,2925,-2
1426,38.9852014,-104.8812622,40900.00,2113.86,2925,-5
1427,38.9875258,-104.8826078,40900.25,2093.76,2925,-4
1429,38.9935097,-104.8804653,40900.75,2092.96,2925,-2
1432,38.9872704,-104.8865204,40901.50,2092.24,2925,9
1433,38.9891197,-104.8875066,40901.75,2145.28,2925,-3
1434,38.9847585,-104.8836372,40902.00,2144.43,2925,0
1435,38.9870353,-104.882587,40902.25,2143.57,2925,-4
1436,38.9839731,-104.8787223,40902.50,2142.52,2925,8
1437,38.98207,-104.8837371,40902.75,2141.37,2925,-1
1438,38.9825603,-104.884005,40903.00,2128.14,2925,-2
1439,38.9829742,-104.8852093,40903.25,2115.85,2925,2
1441,38.9858102,-104.8859472,40903.75,2146.35,2925,4
1442,38.9860229,-104.8882108,40904.00,2147.37,2925,2
1443,38.9893461,-104.888362,40904.25,2152.37,2925,-5
1444,38.9889486,-104.8869894,40904.50,2146.51,2925,19
1445,38.9856427,-104.8859078,40904.75,2132.78,2925,5
1446,38.9886327,-104.8850088,40905.00,2132.63,2925,5
1447,38.9909374,-104.8793332,40905.25,2126.37,2925,3
1448,38.9886282,-104.8806479,40905.50,2093.51,2925,12
1449,38.9852594,-104.8759399,40905.75,2093.18,2925,10
1450,38.9876743,-104.8790217,40906.00,2094.04,2925,10
1451,38.9896038,-104.881001,40906.25,2093.17,2925,9
1452,38.987661,-104.8822503,40906.50,2100.64,2925,16
1454,38.9881632,-104.8773565,40907.00,2095.31,2925,7
1456,38.9833824,-104.8770703,40907.50,2096.4,2925,14
1458,38.9842258,-104.8839979,40908.00,2120.55,2925,7
1459,38.9870307,-104.8835248,40908.25,2120.36,2925,7
1460,38.9858229,-104.8768255,40908.50,2112.82,2925,5
1461,38.9902711,-104.8843298,40908.75,2124,2925,0
1462,38.9848447,-104.8799418,40909.00,2119.88,2925,-2
1463,38.9852116,-104.8810214,40909.25,2115.63,2925,-2
1464,38.9852868,-104.8831209,40909.50,2118.04,2925,12
1465,38.9861248,-104.8870824,40909.75,2119.08,2925,0
1466,38.9860894,-104.8883446,40910.00,2157.32,2925,0
1467,38.986101,-104.8886776,40910.25,2158.91,2925,1
1468,38.9876076,-104.8857948,40910.50,2106.38,2925,10
1469,38.985907,-104.8883698,40910.75,2120.36,2925,3
1470,38.9884235,-104.8828727,40911.00,2118.41,2925,11
1471,38.9909194,-104.8795724,40911.25,2114.53,2925,11
1473,38.9838944,-104.8812624,40911.75,2121.52,2925,10
1474,38.9848204,-104.8837678,40912.00,2115.26,2925,3
1475,38.9851072,-104.8854443,40912.25,2118.84,2925,0
1476,38.9867054,-104.8804376,40912.50,2114.13,2925,18
1477,38.9865534,-104.8874998,40912.75,2112.74,2925,5
1479,38.9859056,-104.8868508,40913.25,2136.44,2925,7
1480,38.9844705,-104.8878321,40913.50,2161.68,2925,18
1481,38.9849676,-104.8904887,40913.75,2158.65,2925,12
1484,38.9911451,-104.8831856,40914.50,2156.68,2925,17
1485,38.9838382,-104.8769894,40914.75,2156.26,2925,6
1486,38.9836982,-104.8815012,40915.00,2138.91,2925,0
1487,38.9831277,-104.880282,40915.25,2123.4,2925,-1
1489,38.9887915,-104.8865568,40915.75,2123.56,2925,3
1490,38.9894038,-104.886135,40916.00,2130.15,2925,0
1491,38.9884913,-104.8862225,40916.25,2126.6,2925,-3
1493,38.9853955,-104.8871342,40916.75,2126.95,2925,-1
1494,38.9860779,-104.8881826,40917.00,2154.13,2925,1
1495,38.9875236,-104.887967,40917.25,2159.22,2925,2
1497,38.9875857,-104.8882085,40917.75,2158.65,2925,6
1498,38.986519,-104.8886193,40918.00,2150.83,2925,4
1499,38.9863486,-104.8875849,40918.25,2148.77,2925,7
1500,38.9858198,-104.8845929,40918.50,2124.37,2925,19
1501,38.9857726,-104.8872048,40918.75,2156.28,2925,3
1502,38.9864719,-104.8853151,40919.00,2160.47,2925,7
1503,38.9891833,-104.8848128,40919.25,2119.07,2925,1
1504,38.9911634,-104.8838277,40919.50,2149.4,2925,1
1505,38.990453,-104.8843959,40919.75,2127.66,2925,-8
1506,38.9905375,-104.8841134,40920.00,2133.55,2925,-8
1507,38.9899657,-104.8862536,40920.25,2130.93,2925,-3
1508,38.9890233,-104.8834715,40920.50,2131.49,2925,8
1509,38.9835835,-104.884295,40920.75,2143.51,2925,2
1510,38.9831909,-104.8836301,40921.00,2141.76,2925,-2
1511,38.9847058,-104.8835695,40921.25,2123.04,2925,1
1513,38.9881885,-104.8882621,40921.75,2125.23,2925,4
1515,38.9872459,-104.8854637,40922.25,2122.62,2925,6
1518,38.9872792,-104.8857922,40923.00,2118.05,2925,8
1519,38.988472,-104.884953,40923.25,2116.53,2925,10
1520,38.9880584,-104.8888411,40923.50,2116.05,2925,15
1521,38.9901269,-104.8844742,40923.75,2140.61,2925,8
1522,38.9849619,-104.8804309,40924.00,2135.59,2925,5
1523,38.9872113,-104.880377,40924.25,2109.88,2925,5
1524,38.9852109,-104.8768579,40924.50,2109.36,2925,16
1525,38.9919464,-104.881024,40924.75,2108.75,2925,3
1526,38.9922115,-104.8808372,40925.00,2105.75,2925,-2
1527,38.9877737,-104.8922368,40925.25,2188.49,2925,-7
1528,38.9869091,-104.8909062,40925.50,2183.13,2925,2
1529,38.9869194,-104.8930869,40925.75,2200.8,2925,-5
1530,38.9869685,-104.8925762,40926.00,2194.06,2925,1
1531,38.9881544,-104.8851911,40930.00,2128.31,2925,7
1532,38.9881935,-104.884019,40930.25,2127.71,2925,6
1533,38.9880594,-104.8827861,40930.50,2127.04,2925,15
1534,38.9885633,-104.8856777,40930.75,2126.25,2925,3
1535,38.9859372,-104.8876765,40931.00,2138.47,2925,2
1536,38.9849484,-104.8906212,40931.25,2191.48,2925,0
1538,38.9889911,-104.8870488,40931.75,2145.44,2925,4
1539,38.9892624,-104.8878016,40932.00,2149.54,2925,3
1540,38.9817933,-104.8853804,40932.25,2133.25,2925,6
1541,38.9832366,-104.8780681,40932.50,2135.48,2925,8
1542,38.9833479,-104.8779862,40932.75,2129.75,2925,3
1543,38.9899223,-104.8860999,40933.00,2146.43,2925,-3
1544,38.9901087,-104.8860828,40933.25,2165.35,2925,0
1547,38.9886398,-104.885721,40934.00,2165.03,2925,8
1548,38.9862179,-104.8844061,40934.25,2133.33,2925,4
1549,38.984796,-104.8833146,40934.50,2132.91,2925,14
1550,38.9838491,-104.8773229,40934.75,2132.51,2925,8
1551,38.985501,-104.8765925,40935.00,2131.56,2925,8
1552,38.9897713,-104.8818044,40935.25,2106.74,2925,5
1554,38.9913929,-104.8819403,40935.75,2135.4,2925,-3
1555,38.9859889,-104.886427,40936.00,2131.37,2925,-7
1556,38.9864355,-104.8863457,40936.25,2130.5,2925,-6
1559,38.9884692,-104.8805517,40937.00,2129.62,2925,5
1563,38.9892792,-104.8856914,40938.00,2129.76,2925,8
1564,38.9865168,-104.8868311,40938.25,2149.54,2925,4
1565,38.9838653,-104.8881714,40938.50,2165.26,2925,16
1566,38.9834235,-104.8823525,40938.75,2152.76,2925,11
1567,38.9859034,-104.8833615,40939.00,2152.64,2925,8
1568,38.9872767,-104.885773,40939.25,2135.89,2925,1
1569,38.9877623,-104.8878515,40939.50,2143.97,2925,14
1570,38.9864827,-104.8879489,40939.75,2138.33,2925,3
1572,38.9881665,-104.8846465,40940.25,2142.55,2925,3
1573,38.9847384,-104.8759021,40940.50,2142.41,2925,17
1574,38.9872501,-104.87119,40940.75,2106.16,2925,3
1576,38.9856059,-104.8756372,40941.25,2106.04,2925,-1
1577,38.9923098,-104.8797579,40941.50,2106.58,2925,10
1578,38.9905098,-104.8844738,40941.75,2115.11,2925,2
1579,38.9925396,-104.8818367,40942.00,2111.61,2925,3
1580,38.9912565,-104.8799243,40942.25,2087.37,2925,-1
1581,38.9921922,-104.8789745,40942.50,2094.1,2925,3
1582,38.990935,-104.8829922,40942.75,2118.75,2925,-1
1583,38.9884123,-104.8837772,40943.00,2113.59,2925,-2
1584,38.9891281,-104.8849996,40943.25,2140.95,2925,-3
1585,38.9922244,-104.8819271,40943.50,2140.54,2925,8
1586,38.9860088,-104.8887154,40943.75,2139.76,2925,2
1587,38.9856025,-104.8921579,40944.00,2206.64,2925,-3
1588,38.987072,-104.8936332,40944.25,2230.72,2925,-5
1589,38.9846542,-104.8883765,40944.50,2230.27,2925,4
1590,38.9840118,-104.8836844,40944.75,2227.8,2925,-1
1591,38.9830458,-104.8825865,40945.00,2210.94,2925,-2
1592,38.9825456,-104.8840177,40945.25,2136.52,2925,0
1594,38.9883209,-104.8864813,40945.75,2122.95,2925,-1
1595,38.9896566,-104.886913,40946.00,2132.01,2925,0
1596,38.9898139,-104.8859143,40946.25,2164.47,2925,-4
1597,38.9860434,-104.875355,40946.50,2163.63,2925,1
1598,38.9843669,-104.8641642,40946.75,2050.33,2925,-3
1599,38.9826085,-104.8531177,40947.00,2049.99,2925,-4
1600,38.9836121,-104.8516271,40947.25,2044.21,2925,-2
1601,38.9810061,-104.8566286,40947.50,2045.75,2925,16
1602,38.9799589,-104.8542956,40947.75,2054.33,2925,4
1603,38.9806582,-104.8493883,40948.00,2042.61,2925,1
1604,38.978741,-104.8505967,40948.25,2049.78,2925,2
1605,38.9820471,-104.8625837,40948.50,2074.58,2925,11
1606,38.9823797,-104.8699602,40948.75,2084.57,2925,1
1607,38.9825095,-104.8713231,40949.00,2160.54,2925,-2
1608,38.9818633,-104.8726977,40949.25,2161.8,2925,-1
1609,38.9852987,-104.8773499,40949.50,2121.17,2925,9
1610,38.9843343,-104.8831,40949.75,2126.33,2925,1
1611,38.9842874,-104.8838381,40950.00,2128,2925,-2
1612,38.9842908,-104.8837989,40950.25,2149.78,2925,-5
1613,38.9817405,-104.872811,40950.50,2183.41,2925,-5
1614,38.9851931,-104.8761847,40950.75,2119.76,2925,-6
1615,38.9846496,-104.8794552,40951.00,2121.21,2925,-5
1616,38.9850433,-104.883301,40951.25,2130.78,2925,-5
1617,38.9857856,-104.8845059,40951.50,2122.71,2925,8
1618,38.9841856,-104.8885723,40951.75,2126.07,2925,4
1619,38.9842607,-104.886469,40952.00,2123.71,2925,3
1620,38.9883734,-104.8838598,40952.25,2120.52,2925,2
1621,38.9913295,-104.88387,40952.50,2161.59,2925,10
1622,38.9916137,-104.8854268,40952.75,2140.09,2925,4
1623,38.9914895,-104.8882944,40953.00,2138.04,2925,1
1625,38.9797562,-104.8589351,40953.50,2102.81,2925,14
1626,38.9853182,-104.8754048,40953.75,2102.59,2925,5
1627,38.9876972,-104.8750603,40954.00,2105.22,2925,3
1628,38.9922271,-104.8787047,40954.25,2105.21,2925,1
1629,38.9900839,-104.8799052,40954.50,2105.19,2925,7
1632,38.9843586,-104.8770584,40955.25,2103.92,2925,1
1633,38.987638,-104.883071,40955.50,2114.91,2925,11
1634,38.9828091,-104.8803149,40955.75,2121.02,2925,3
1635,38.9888127,-104.881363,40956.00,2120.64,2925,1
1636,38.989629,-104.8825821,40956.25,2118.32,2925,-1
1638,38.9849544,-104.8762035,40956.75,2125.49,2925,3
1639,38.9853174,-104.8707428,40957.00,2120.19,2925,3
1640,38.985653,-104.8710294,40957.25,2120.24,2925,0
1641,38.9781707,-104.8709444,40957.50,2120.11,2925,8
1642,38.9828263,-104.8652596,40957.75,2118.66,2925,6
1643,38.9851151,-104.8752297,40958.00,2117.75,2925,1
1646,38.9846787,-104.8807602,40958.75,2117.23,2925,6
1647,38.9909601,-104.8799336,40959.00,2116.91,2925,1
1648,38.992174,-104.8773313,40959.25,2115.67,2925,0
1650,38.9853643,-104.8770436,40959.75,2115.34,2925,2
1651,38.9873867,-104.8755621,40960.00,2092.17,2925,0
1652,38.9856293,-104.8769168,40960.25,2082.16,2925,1
1653,38.9879532,-104.8853797,40960.50,2081.21,2925,11
1656,38.9862555,-104.8845962,40961.25,2117.05,2925,8
1658,38.9850309,-104.880479,40961.75,2116.59,2925,11
1659,38.9897902,-104.8756994,40962.00,2115.28,2925,9
1660,38.985313,-104.8614327,40962.25,2114.44,2925,0
1661,38.9864957,-104.8667302,40962.50,2071.38,2925,1
1662,38.9854592,-104.8772825,40962.75,2073.71,2925,-2
1663,38.9876649,-104.8808766,40963.00,2076.27,2925,-6
1664,38.9882865,-104.8810426,40963.25,2062.51,2925,-3
1665,38.9857699,-104.8820132,40963.50,2115.33,2925,6
1666,38.9819236,-104.8832777,40963.75,2110.6,2925,0
1667,38.9825295,-104.8847191,40964.00,2121.25,2925,-3
1668,38.9828471,-104.8853499,40964.25,2120.57,2925,-4
1670,38.9859623,-104.8859774,40964.75,2122.31,2925,9
1671,38.9882414,-104.8872364,40965.00,2119.55,2925,1
1672,38.9887994,-104.8880328,40965.25,2116.11,2925,0
1673,38.9868206,-104.8882423,40965.50,2150.78,2925,10
1674,38.9904153,-104.8846197,40965.75,2145.55,2925,2
1675,38.9852498,-104.8813676,40966.00,2104.03,2925,-2
1679,38.9848869,-104.8702815,40967.00,2099.79,2925,1
1680,38.9838078,-104.8663175,40967.25,2098.43,2925,1
1682,38.9843966,-104.864785,40967.75,2078.04,2925,5
1686,38.9867295,-104.8815336,40968.75,2082.21,2925,8
1687,38.9847292,-104.8817745,40969.00,2111.89,2925,5
1688,38.9846895,-104.8799857,40969.25,2112.56,2925,1
1689,38.9841807,-104.8822061,40969.50,2121.97,2925,16
1690,38.9911892,-104.883994,40969.75,2122.03,2925,2
1691,38.9905946,-104.8842241,40970.00,2127.31,2925,-2
1692,38.9904032,-104.88397,40970.25,2126.55,2925,-2
1693,38.9895766,-104.886925,40970.50,2139.82,2925,11
1695,38.9856663,-104.8768124,40971.00,2134.3,2925,-4
1696,38.9859169,-104.8777524,40971.25,2138.08,2925,-2
1698,38.9845444,-104.8814835,40971.75,2137.24,2925,5
1700,38.9864322,-104.8783762,40972.25,2123.01,2925,4
1702,38.9847367,-104.8753698,40972.75,2125.16,2925,10
1703,38.9871474,-104.8742508,40973.00,2125.01,2925,3
1704,38.9862501,-104.8764096,40973.25,2100.3,2925,9
1706,38.9909666,-104.8849096,40973.75,2098.53,2925,13
1707,38.9896322,-104.8845531,40974.00,2113.12,2925,10
1708,38.9863295,-104.8823701,40974.25,2091,2925,6
1709,38.984007,-104.8782455,40974.50,2090.18,2925,17
